Euromillions
Past Draws Results Year 2012
Date              	1  	2  	3  	4  	5  	Star1 	Star2 	
27 July 2012      	14 	15 	21 	23 	48 	02    	10    	
24 July 2012      	04 	16 	18 	25 	44 	01    	11    	
20 July 2012      	10 	19 	23 	45 	49 	09    	10    	
17 July 2012      	02 	07 	24 	43 	46 	08    	10    	
13 July 2012      	08 	18 	25 	35 	46 	04    	09    	
10 July 2012      	01 	03 	16 	24 	37 	01    	08    	
06 July 2012      	31 	32 	38 	40 	42 	01    	03    	
03 July 2012      	02 	07 	22 	27 	40 	03    	06    	
29 June 2012      	14 	17 	28 	29 	39 	01    	11    	
26 June 2012      	01 	11 	20 	22 	35 	08    	10    	
22 June 2012      	14 	18 	19 	43 	49 	03    	07    	
19 June 2012      	07 	17 	20 	35 	50 	05    	11    	
15 June 2012      	10 	22 	27 	38 	48 	03    	07    	
12 June 2012      	08 	15 	26 	30 	48 	09    	10    	
08 June 2012      	05 	11 	22 	34 	40 	09    	11    	
05 June 2012      	13 	34 	37 	47 	49 	08    	09    	
01 June 2012      	02 	04 	14 	26 	36 	09    	10    	
29 May 2012       	08 	15 	17 	25 	28 	03    	11    	
25 May 2012       	12 	22 	35 	46 	49 	02    	08    	
22 May 2012       	16 	31 	32 	37 	41 	01    	07    	
18 May 2012       	13 	29 	43 	47 	50 	09    	11    	
15 May 2012       	02 	11 	13 	26 	50 	02    	05    	
11 May 2012       	01 	13 	17 	38 	44 	02    	11    	
08 May 2012       	03 	21 	34 	38 	48 	05    	08    	
04 May 2012       	03 	26 	39 	40 	41 	01    	02    	
01 May 2012       	04 	05 	15 	19 	41 	09    	11    	
27 April 2012     	20 	27 	30 	36 	43 	01    	06    	
24 April 2012     	08 	09 	24 	43 	48 	03    	05    	
20 April 2012     	03 	06 	29 	32 	41 	10    	11    	
17 April 2012     	10 	28 	33 	48 	49 	01    	10    	
13 April 2012     	08 	13 	26 	39 	43 	03    	05    	
10 April 2012     	22 	25 	27 	36 	37 	05    	09    	
06 April 2012     	11 	20 	30 	35 	45 	02    	03    	
03 April 2012     	01 	08 	18 	25 	30 	09    	10    	
30 March 2012     	04 	17 	23 	36 	46 	06    	10    	
27 March 2012     	24 	27 	29 	34 	36 	07    	08    	
23 March 2012     	09 	15 	23 	31 	50 	08    	11    	
20 March 2012     	15 	16 	28 	30 	46 	03    	04    	
16 March 2012     	03 	04 	12 	23 	50 	04    	07    	
13 March 2012     	01 	10 	25 	43 	47 	08    	09    	
09 March 2012     	03 	32 	36 	39 	47 	06    	09    	
06 March 2012     	23 	24 	27 	37 	47 	02    	06    	
02 March 2012     	05 	06 	11 	30 	44 	02    	06    	
28 February 2012  	01 	10 	17 	33 	48 	02    	03    	
24 February 2012  	03 	07 	12 	26 	34 	08    	10    	
21 February 2012  	11 	14 	24 	25 	29 	07    	11    	
17 February 2012  	04 	11 	28 	38 	47 	10    	11    	
14 February 2012  	14 	27 	36 	42 	46 	08    	11    	
10 February 2012  	03 	08 	14 	31 	41 	07    	11    	
07 February 2012  	03 	15 	17 	28 	33 	02    	04    	
03 February 2012  	16 	19 	20 	25 	28 	01    	10    	
31 January 2012   	09 	34 	38 	43 	45 	02    	04    	
27 January 2012   	10 	13 	19 	39 	44 	02    	06    	
24 January 2012   	01 	02 	06 	20 	36 	08    	11    	
20 January 2012   	02 	10 	22 	27 	28 	06    	08    	
17 January 2012   	12 	22 	30 	31 	44 	05    	06    	
13 January 2012   	13 	14 	21 	27 	39 	06    	08    	
10 January 2012   	04 	09 	10 	30 	40 	02    	09    	
06 January 2012   	01 	06 	10 	12 	31 	02    	07    	
03 January 2012   	03 	30 	42 	45 	49 	05    	10    	
